Tweet,Tweet IDs,Aggression,Arousal1 (1-5),Arousal2 (1-5),Arousal3 (1-5),Sarcasm-Irony-RhetoricalQuestions,Pun-Wordplay,Metaphor-Simile,Stance,Hate Speech,Avg. Arousal
believe me sir...maine apne aas pas k hazaron logon ki rat ki nind udi hui dekhi h jab se notebandi hui h...,#799336934212386816,n,4,4,4,NO,NO,YES,n,NO,4
Notebandi se desh ke logo ko koe problem nhi hai aap ko kyu problem ho rahi hai... Black Money chupa ke rakha hai kya???,#799339618038476800,c,5,4,4,YES,NO,NO,f,NO,4.333333333
Shor notebandi ka hai to piche se ek aur decision. In ko aisa kyun lgta h ki janta bevkuf hai #ModiSurgicalStrikeonCommonMan,#799359964934377472,c,4,3,3,NO,NO,YES,a,NO,3.333333333
"#arvindkejriwal #Mamtabanerjee de naal #NoteBandi layee Rashtrpati ko nahi gaya, #ShivSena naal photo aa jaani si, Fir @BhagwantMann e sahi.pic.twitter.com/adph9rvxH7",#799385331170578432,n,3,4,3,NO,NO,NO,n,NO,3.333333333
abe bandar tujhe kuch pata bhi hai ya bus zuban chal raha hai. #ISupportDeMonetisation #ISUPPORTMODIJI #NoteBandi #chutiakrk,#799392382043176960,o,5,5,5,NO,NO,YES,f,YES,5
@narendramodi sundar nirnaya badi notebandi kaledhanbandi ujjawal bhavishya badhai ho,#799405850616098817,n,5,5,5,NO,YES,NO,f,NO,5
Waise garmiyo me aag ki ghatnaye sunne me aati hai... Notebandi k bad thandiyo me bhi sunne me aa rahi hain... . Hahahaha...,#799429670848466944,n,4,5,4,YES,NO,NO,f,NO,4.333333333
@Swamy39 good morning sir kya ye sach hai modi ji ney kisi par bhi bharosa nahi kiya notebandi par.. secret tha sab sey,#799431681140629504,n,3,2,2,NO,NO,NO,n,NO,2.333333333
Jo loge ye kah rahe ki notebandi se 125 Cr ko problem ho rahi uss list se mera Naam hata de mujhe koi dikat nahi. I Am with this decision,#799446386248978432,n,3,3,3,NO,NO,NO,f,NO,3
Abe notebandi chhod ke apna nassbandi karwa le...apne upar surgical strike aa jaayega,#799452477351333888,o,5,5,5,NO,YES,YES,f,YES,5
Police walo ki chandi ho gayi unke Maje hain cashier ko damakake note change kar wa rahe hain dusre ki idse #NoteBandi,#799452659476402177,n,4,4,3,NO,NO,YES,n,NO,3.666666667
Hum notebandi se khush hai !! Kripiya party ki chabi kharab na kare !! @ArvindKejriwal @MamataOfficial,#799452861637619712,n,3,4,4,NO,NO,YES,f,NO,3.666666667
Sadji modi ji ne bol diya hai koi kitna bhi bhoke notebandi ka faisla vapis nhn hoga aaram karo khasi ukhad jaayegi,#799453342237884416,n,2,3,2,NO,NO,YES,f,NO,2.333333333
Desh m pehli baar notebandi par ek party ko chodkar sabhi party ko public ki chinta hui & Ye public h sab jaanti h ####,#799458910075834369,c,3,3,3,YES,NO,NO,f,NO,3
#stopdemonetisation nitish ke nashabandi ke jawaab me modi ka notebandi gr8 step,#799463368457228288,c,3,4,4,NO,YES,NO,n,NO,3.666666667
@ArvindKejriwal Sir Aap NoteBandi Ka Support kro...... Kale Dhan walon ke sath mat khade rho.......... 10% janta pareshan h baki khush h,#799464167031730176,n,3,2,2,NO,NO,YES,f,NO,2.333333333
Neta se badhkar Janta badi hoti hai.or ye janta sab samjhti hai or dekh rahi hai un Rajneta ko jo kaledhan or notebandi par rajneeti kr rahi,#799465453508816898,n,4,4,3,NO,NO,NO,n,NO,3.666666667
Notebandi ne delhi ke byapari birendra kumaar n fansi lagali.mpdiji kyaboltain hai?,#799470196364673025,n,4,3,3,NO,NO,NO,a,NO,3.333333333
Bjp ka nara h mera desh badal raha h aage badh raha h pahle nahin dikhta tha ab line me aage badhta dikh raha h #NoteBandi,#799475388871127040,c,4,3,3,NO,NO,YES,f,NO,3.333333333
1/2 thik osi tarh aaj kuch logo ki saza pura desh bhukat raha hai ye ek zurm hai #NoteBan #demonetization #NoteBandi,#799475517564952576,n,4,4,3,NO,NO,NO,a,NO,3.666666667
@AAPExpress yadi notebandi se corruption kam ho gya to tumko Kon vote Dega Isiliye Tum virodh kr rhe ho,#799482635869360128,o,4,4,4,YES,NO,NO,f,NO,4
Log NOTEbandi pr ese uchal rahe hai jese inki NASbandi ho ri ho.,#799483377002823680,c,3,4,4,NO,YES,NO,f,NO,3.666666667
"notebandi par desh main itna halla kayon ho raha hai, agar netao of itna hi kast ho raha hai to janta ki help karo to acha rehga, janta ke",#799488455671693313,n,3,3,3,NO,NO,NO,n,NO,3
@HARDIKBHAVSAR10 @ArvindKejriwal Jo log 'Nasbandi' k samartan me the ve sab notebandi k virod kar rahe hei!,#799491981130997760,c,4,3,3,NO,YES,NO,n,NO,3.333333333
Sabhi bharatwasi notebandi par modiji Ka saath de,#799492951202209793,n,2,3,2,NO,NO,NO,f,NO,2.333333333
@narendramodi Ji Notebandi par kasht sahkar bhi aapka samarthan karne walo ko thnx boliye aur protsahit kariye.bhadkaane wale sakriya hain.,#799495619371012096,n,2,3,3,NO,NO,NO,f,NO,2.666666667
Notebandi se Garib ko nhi Amir logon ko aur neta logon ko dikkat hoti hai kyon hum garib chadar bhar hi pair phailate hai,#799496655103991808,n,3,3,3,NO,NO,YES,f,NO,3
Agar sach me koi notebandi ke khilaf h to apne purane 500-1000 ke note na badlana###,#799499531096326145,n,3,3,3,NO,NO,NO,f,NO,3
sir notebandi se mai bhut khus hua aap bhut hi aache PM ho....i like u sir,#799499553334509568,n,3,4,,NO,NO,NO,f,NO,3.5
India Me Mahol Change ho raha admi kam paresan ho rahe. Notebandi se ab itni paresani nahi ho rahi janta khush hai lekin kuch log hi nakhush,#799506847652790273,n,3,3,3,NO,NO,NO,f,NO,3
@laluprasadrjd ke Sara chara khajane se kitne hi choupaya mare gaye uska jimmebar kaun hai jail se bail per must be worried abt #NoteBandi https://twitter.com/laluprasadrjd/status/799502647111909376 …,#799507877371281408,c,4,5,5,NO,YES,YES,n,NO,4.666666667
Ab ye afwah kon faila raha hai ki jinki shadi #NoteBandi se cancel hui hai unki shadi modi sarkar karwayegi ab,#799508456164225024,n,2,3,2,NO,NO,NO,n,NO,2.333333333
#AchheDin aa rahe hai ! @narendramodi  ji #NoteBandi #demonetisation,#799508845458558981,n,3,4,4,NO,NO,YES,f,NO,3.666666667
Indira Ji ki #NasBandi ne aur Modi Ji ki #NoteBandi ne kucch logo ko bahut dard diya hai.. :P #DeMonetisation,#799510091611389953,n,3,4,3,NO,YES,NO,n,NO,3.333333333
notebandi ne fijool kharchi to band karwa Di.,#799512093141696513,n,3,3,3,YES,NO,NO,a,NO,3
Jab ye NOTEBANDI aatank pe bhari hai tho opposition's kyon ho hangama kar rahi hai? Dal thodi kya opposition's ki poori hi kali hai?,#799513817436876800,n,5,4,4,YES,NO,YES,f,NO,4.333333333
astin ke saanp hai wo log jo virodh kar rahe notebandi ka.Sab jante hai sachai kya hai fir bhi apni blak mony bachane wastey ye shor sharaba https://twitter.com/abpnewstv/status/799511618979852288 …,#799514913345568768,c,5,4,5,NO,NO,YES,f,NO,4.666666667
notebandi hui hai . Sharab nahi  ..amli sala,#799516652463419392,n,3,3,3,NO,NO,NO,n,NO,3
Notebandi k karan logo ka KalaDhan to nikal rha h or logo ki jaane b Ja rhi Hai.,#799517540842164224,n,3,4,3,YES,NO,NO,a,NO,3.333333333
lol. Abe jake woh logo ko khana khila jinhone kuch dino se khana na khaya ho notebandi ke chalate.,#799522153301426176,c,2,3,2,NO,NO,NO,a,NO,2.333333333
"With dis damage cntrl canopy @ d banks, dey shd hv renamed d slogn as: 'mera cash badal raha hai, kataar me aage badh raha hai!' #NoteBandi pic.twitter.com/dSt0zVPt3j",#799522507183288320,c,3,3,3,NO,YES,NO,n,NO,3
Desh ke oppositions ke leaders ko kyon takleef ho rahi hai notebandi me.yeh log public ko bhadka rahe hai jo ki desh virodhi hai.thodi sharm https://twitter.com/abpnewshindi/status/799304400426569728 …,#799522531065626628,c,3,4,4,NO,NO,NO,f,NO,3.666666667
#DeModitiedNation @BJP4India #Congress  ko le dubi thhe #Nasbandi.........#BJP ko le dubegi #NoteBandi,#799527620283105280,c,2,2,2,NO,YES,NO,a,NO,2
...sabse bada chor hai sala ..notebandi chodo sale ki pehle nasbandi kro ..taki or koi iske jaisa kejriwal painda na ho,#799534433002995716,o,5,5,4,NO,YES,YES,f,YES,4.666666667
@SushmaSwaraj ji k liye badi mushkil #Ghadi hai..@narendramcdi ko sirf Notebandi ki #padi hai..https://twitter.com/narendramodi/status/799154993240489984 …,#799538731006984192,n,3,4,3,NO,YES,NO,n,NO,3.333333333
nationalism congress ke raj me apne liye bhi thoda space mangta tha badhai notebandi ne to ek din me hi pure desh ko nationalist bna diya.,#799542383100784641,n,3,4,3,NO,NO,YES,f,NO,3.333333333
@narendramodi KRIPYA NOTEBANDI JAARI RAKHE.,#799544490847510529,n,4,4,4,NO,NO,NO,f,NO,4
Devi ke darshan karo bhaiyionnnnn.Dandawat nomaskar karo sab is self proclaimd devi ke jinki watt lagi hai notebandi se haaahahahaha!!!!! https://twitter.com/manjaripathak/status/797362994741186560 …,#799545738455871488,c,4,5,4,YES,NO,NO,n,YES,4.333333333
"INDIA MEIN LOG NOTEBANDI SE NAHIN MAREY, LOG MAREY HOSPITAL MEIN BED NA MILNE SE.......BHARAT SARKAAR KO POPULATION CONTROL KARNA HI HOGA",#799546144963657729,n,5,5,5,NO,NO,NO,f,NO,5
amit shah ji mera naam ranjeet kumar hai /notebandi ki wajah sey mera dhayan padeye mey nahi lagata hai /,#799546278380183552,n,3,3,3,YES,NO,NO,n,NO,3
TV anchor pronouncing Notebandi like Nasbandi. Agenda kya hai bhai?,#799546570924560384,n,2,3,2,NO,YES,NO,n,NO,2.333333333
Kuch log to itna tadap rahe hai ki jaise MODI JI ne NOTEbandi nhi unki NAS bandi kar di ho.  pic.twitter.com/9v34Q9Ab4E,#799550520805490688,c,3,3,3,NO,YES,NO,f,NO,3
Dear Modi ji apne jo notbandi ka  kary kiya hai bahot acha kiya lekin is notebandi se amir log to nahi lekin gareeb logo par bahot asar hua.,#799553132229443590,n,3,3,3,NO,NO,NO,a,NO,3
jitna dard hume uri me jawano k shahid hone ka hai usse jyada dard cong.ko notebandi se ho raha hai https://twitter.com/anvay_dubey1604/status/799487804061478912 …,#799554781559816193,c,2,3,2,NO,NO,YES,f,NO,2.333333333
Anna Hajareji sai ek request hai ki wo notebandi mai modijee k sath Hai tow turant ek aam sabha Delhi mai Karen aur longo ko jagruk Karen,#799555366703009792,n,4,4,4,NO,NO,NO,f,NO,4
@mygovindia Kab tak aapka maan ki baat sunaga gareeb kay maan ki baat kab sunoga @narendramodi #KabTakHogiHathya #NoteBandi par https://twitter.com/mygovindia/status/799552271180767232 …,#799556710570541056,c,3,3,3,YES,YES,NO,a,NO,3
"notebandi to trailor hai,picture to abhi baaki hai...",#799557546986110981,n,3,3,2,NO,NO,YES,n,NO,2.666666667
"..sarkar se vinati hai Ki notebandi se jo marey hain unko shaheed ka darja deke unke ghrwalo ko naukri,petrl pump,pension aur muavza de dein",#799560405412618240,n,3,3,2,NO,NO,NO,a,NO,2.666666667
"Agar sabhi parties milkar notebandi ke decision mei sarkar ka saath deti aur janta ko iske phayde samjhati, to halaat itne bure na hote.",#799568031781306368,n,3,3,3,NO,NO,NO,n,NO,3
@AAPExpress  kejriwal to aise tadap rha hai jaise modi ji ne notebandi nhi inki nasbandi kra di ho,#799571521245065216,o,5,4,4,NO,YES,NO,f,NO,4.333333333
is notebandi se hum bhi sehmat hain....,#799575222445707264,n,3,3,3,NO,NO,NO,f,NO,3
"Ab #Notebandi ki fikra jyada notewale kar rahe honge,#aamaadmi ka kya""! In dus dino me aadat si ho gayi,pahle ki tarah jine ki""! @BBCHindi",#799577369862291456,c,3,4,3,NO,YES,NO,f,NO,3.333333333
#NoteBandi ka asar ye ho raha desh ki #economy #bjp netaon ke ird gird simat ke baith gayee hai @narendramodi @digvijaya_28 @ArvindKejriwal,#799577538469183488,n,4,3,3,NO,NO,YES,a,NO,3.333333333
"modiji ke is notebandi se,ek baat samajh aa gayi h,ki ghar kam rs me bhi bhi acha v behter chal sakta h...",#799579339406745604,n,3,3,3,NO,NO,NO,n,NO,3
unhe pata hai SC unke saath hai  kahi vo baat to nahi jo mai soch raha hun #NoteBandi https://twitter.com/samaynewschanel/status/799576741782007808 …,#799579775350149120,n,3,4,4,YES,NO,NO,n,NO,3.666666667
bhala ho notebandi ka nahi toh ab tak cong aur AAP ne dange kara diye hote,#799587083597688832,c,4,3,3,NO,NO,NO,f,NO,3.333333333
ye baat 100% sach hai BJP ke chote se chote neta ko notebandi se pehle hi pata chal gya tha ki kya hone wala hai. #NoteBandi,#799589059731406848,n,3,3,3,NO,NO,NO,a,NO,3
Desh ke gaddaro ko notebandi se problems hai https://twitter.com/PankClick/status/799535052707262464 …,#799589424560357377,c,4,4,3,NO,NO,NO,f,NO,3.666666667
@RoflCritic @narendramodi kya donoalag hain ? Donoek hi cheez ka hissa hain.Agar notebandi bina line ke karte to baat bhi thi,#799593547049664516,n,3,4,3,NO,NO,NO,a,NO,3.333333333
Notebandi ka faisla sahi hai galat?,#799594194373263360,n,2,2,1,NO,NO,NO,n,NO,1.666666667
#NoteBandi  Akhilesh ji ne notebandi k paresaniyo se bachanevk liye Jo kadam uthaya h wo kabile tariff h,#799595528053018624,n,3,3,3,NO,NO,NO,n,NO,3
.notebandi se kejriwal ko itna taklif ho raha hai ki .modi ne kejriwal ki nasbandi ki ho.,#799596982859796481,o,5,5,5,NO,YES,NO,f,NO,5
hal behal hai notebandi she janta pareshan hai pura desh line me laga rajta hai  no react on rich person totly garib janta bhugat rahi hai,#799599872164896769,n,4,3,3,NO,NO,NO,a,NO,3.333333333
#Kejriwal sahab to aise bhadak rahe NOTEBANDI k khilaaf.... Jaise #Modi ji ne unki NASBANDI kar di ho  #demonetization,#799599940242575360,o,5,4,4,NO,YES,NO,f,NO,4.333333333
@LambaAlka Modi se pahle 2 logo ne notebandi Ki h hitlar or muslina ne or sab jaante h vo kon the or unka kya hua baad main,#799604131400916992,c,4,3,3,YES,NO,NO,a,NO,3.333333333
..ooper chhatri niche chhaya bhag akhilesh Modi aaya. ..Notebandi se toot gai akhilesh sarkar ki kamar,#799604516836360192,c,5,4,5,YES,NO,YES,f,NO,4.666666667
Ab ye mat bolna notebandi b mahilao ki wajan ghataneka prayaas hai modi ka  https://twitter.com/timesofindia/status/799608097698353152 …,#799609040573698048,n,3,3,3,YES,NO,NO,n,NO,3
Notebandi se ath hazar crore ka scam hua hai isliye ko choron ka loan maf kiyajasake!!,#799610679078436864,n,5,4,4,NO,NO,NO,a,NO,4.333333333
Notebandi ka utsav manati bhartiye janta #demonetizationpic.twitter.com/VX7vdlrxT6,#799611577569865728,n,3,3,3,NO,NO,NO,f,NO,3
@aajtak notebandi pe kisi tarah ki rajniti na hona paye.,#799611864103546880,n,3,3,3,NO,NO,NO,f,NO,3
@meamabhishek ye AAPtards aise behave kar rahe hain jaise Modi ji ne Notebandi nahi inki Nassbandi kara di ho,#799611890171191296,o,5,5,5,NO,NO,NO,f,YES,5
@AamAadmiParty notebandi ki tej Hawa me Delhi ke dhuye ka kya hua ?,#799613480336691200,c,4,3,3,NO,NO,YES,n,NO,3.333333333
"Kejriwal,  mayawati or wo sabhi jinko notebandi se preshani hai. Wo jruur dekhna kya ghuma k diya hai tumhare... http://fb.me/1DWENpY6v ",#799613624759316481,o,3,3,3,NO,NO,YES,n,NO,3
"#BankingWithACause Kejriwal ka jooda hai bhrastachariyon se taar, Aur notebandi se rook gaya hai uska do number ka vyapaar. Nikamma ka Haaar",#799614036778176512,c,4,4,4,NO,NO,YES,f,NO,4
"-Kaun si film ka hai gana?Badhiya hai.Kahin ""Notebandi""Film ka nahi.",#799619911492386816,c,3,2,2,NO,NO,NO,n,NO,2.333333333
Aam Aadmi mast hai lekin Aam Aadmi Party trast hai Notebandi se. Kejriwal to maryada v bhul chuke hain.,#799621589176229888,o,4,3,3,NO,YES,NO,f,NO,3.333333333
Notebandi ke faisle ke bad desh ko pta chal gya ki vastav me modiji ka sina 56 inch ka h,#799622223761915904,n,3,4,3,NO,NO,YES,f,NO,3.333333333
"sir, aap kyo nahi bar din ek 5 min. Ki speech de, jisme had din kya asar bada is notebandi se ye bataye",#799622738532892672,n,3,3,3,NO,NO,NO,n,NO,3
#CONG #AAP #SP #BSP JAISE JATIVADI AISA CHILLA RAHE H KI 66 SAALO ME BHARAT ME HUE#SCAMS KA  PAISA#NOTEBANDI KHA DALEGI @narendramodi,#799625569100926976,o,5,5,5,NO,NO,NO,f,NO,5
Har har modi maro  janata atm me paisa dalo ya notebandi band kar 500 and 1000 ka note chaloo karo,#799630302566088704,n,4,4,4,NO,YES,NO,a,NO,4
"@ArvindKejriwal salman khan,aamir,sahrukh,SONU nigam,virat kohli,sehwag aur tumhara pitasree Anna all support notebandi.",#799633286226186240,n,3,4,3,NO,NO,YES,f,NO,3.333333333
@narendramodi @narendramodi pyare PM Jin  logo ne Bank  m Khule  Rs. Jama Kar iss Notebandi m sarkar  ka  sath diya uska samman hona chaiye,#799633876872204289,n,3,3,3,NO,NO,NO,f,NO,3
High courts ko bataya jave virodhi partiyan notebandi ko fail karne ke liye jeetor mehnat kar rahee hai jisse unka kaladhan bach jave.,#799635141916119040,n,4,3,3,NO,NO,YES,f,NO,3.333333333
"NOTEBANDI KE KHILAF STRIKE KE LIYE KIYA SAAF INKAR, PUBLIC KO BULANE KE LIYE DHAN BHI TO CHAHIYE..MAMTA DI SE PUCHHEGE",#799635803806658561,n,5,5,4,NO,NO,NO,f,NO,4.666666667
@narendramodi Namaskar Sir... appki iss adbhut notebandi yojna me mai apne ideas se kuch sahyog dena chahta hun...,#799635876640747520,n,3,3,3,NO,NO,NO,f,NO,3
Anna Ji kh rhe ki notebandi krantikari kadam aur unko Adarsh manne wale Arvind Ji notebandi ke khilaf hai .....ye kaun sa policy h,#799636415990509568,n,3,3,3,YES,NO,NO,f,NO,3
"Notebandi ek abhiyan hai kaladhan, jalinote, atankwad aadi k khilaf. Hum sabko PM ka sath dena chahiye.",#799636544780779520,n,3,3,4,NO,NO,NO,f,NO,3.333333333
Desk note badalne ke leya NAHI  balki dish badalne me leye karha hai  #NoteBandi,#799637508833312769,n,3,3,3,NO,YES,NO,n,NO,3
Aapne par ye kya kiya?Ye achanak NOTEBANDI ka elaan kar ke kya aap janta ki bhawnao se khelna chahte hain.aur aapke is kadam se bahut bade,#799638611461283841,c,3,4,3,NO,NO,NO,a,NO,3.333333333
@SudhinBhadoria @sameeullah_dr @BspUp2017 modi ne apne chelo ko notebandi ke bare me pehle hi bata diya tha.2017 me UP ki janta badle legi. pic.twitter.com/lTJEjGny9f,#799638857306095616,n,4,4,4,NO,NO,NO,a,NO,4
Aap bhi satark rahiye Ramdev ji. Notebandi ka idea sabse pehle aap ne hi diya tha https://twitter.com/yogrishiramdev/status/799635898895712256 …,#799639640621858816,c,3,3,3,NO,NO,NO,n,NO,3
Notebandi Modi sarkar ke liye 'self-goal' sabit hoga! http://www.amarujala.com/columns/opinion/there-are-more-ways-of-black-money#.WC8iQ6lsmwI.twitter …,#799640184828542976,n,3,3,3,NO,NO,YES,a,NO,3
#Notebandi se pareshan sir ji aur leftist leaders JNU ke nazeeb ki ma ka dard bhool na jayein. @sardanarohit @anuraagmuskaan @anannya09,#799642219971952641,n,3,2,4,NO,NO,NO,n,NO,3
Mai tho ek student hu is liye abhi border pe yudh lar nahi sakta but corpution k khilaf tho pm modi ka notebandi ka sath khara hu,#799643052491083776,n,2,3,4,NO,NO,NO,f,NO,3
"#CJI ne #NoteBandi par jo kaha, wo deshhit me nahi hai. Katar khatm karani hi to court ki kare...",#799643794719158272,n,3,3,4,NO,NO,NO,f,NO,3.333333333
@PMOIndia kya aaj RSS ke log  #notebandi ke faisle me ek sath milkar jaroorto ki madad ke liye nhi aa sakta jisse 1- 2 din me sab thik jaye,#799644683819368448,n,2,2,3,NO,NO,NO,n,NO,2.333333333
@PMOIndia #notebandi  plz rural area me supply ko badhaiye 500 note market me jaana jaruri hai bank manager ke phone survillance pe rakhiye,#799645986117193730,n,1,2,1,NO,NO,NO,n,NO,1.333333333
samsya ko uljhane k bjaay use sbhi partyio  netao ko support krna chahiye. ..or janta ko bhi.....#notebandi,#799649246903353344,n,2,2,2,NO,NO,NO,n,NO,2
@OfficeOfRG are rahulji notebandi par rastepar  ladai karo,#799651622754230272,c,3,4,3,YES,NO,NO,n,NO,3.333333333
Notebandi se sbhi khush hai to rahul gandhi kejriwal mamta banarji ke pet me dard ho rha hai kyu@ArvindKejriwal @MamataOfficial @BJP4India,#799651744561111040,o,3,4,3,YES,NO,NO,f,NO,3.333333333
@narendramodi_in modi Ji notebandi ka faisla bahut hi sundar hai par nagpur city me kai bank manager 20% cash lekar kar rahe hai ghotala,#799651993430147073,n,4,3,3,NO,NO,NO,f,NO,3.333333333
"@prateektv NoteBandi Ke 10we Din Kya Hai Desh Ka Haal, Aam Janta Khush Hai Ya Naraz? https://youtu.be/VULqYFz2ayg  via @YouTube",#799652129006710784,n,3,3,1,NO,NO,NO,n,NO,2.333333333
sir notebandi sahi hai par bank or ATM  khali hai iska bhi samadhan kijia ...... Aam janta ko bahut pareshani hai ....,#799652856366149632,n,1,2,2,NO,NO,NO,f,NO,1.666666667
@PMOIndia notebandi se aam adami ko bhari pareshani rojmera ke jindgi khrab ki,#799653026986426368,n,1,1,2,NO,NO,NO,a,NO,1.333333333
achha hota notebandi pe Anna hazare se pahle unka rai le le....,#799654422808694784,n,2,2,1,NO,NO,NO,n,NO,1.666666667
"Kejari wal Ji notebandi se, Indian public se, adhik paresan hai,kyo,janta San Samajwadi Rahi hai",#799656359713275904,c,3,4,2,NO,NO,NO,f,NO,3
Bas chinta isi baat ka hai kahi show ke dauran #notebandi ke virodh mai ye #nude naa ho jaye.,#799657430061879297,o,4,3,4,NO,NO,NO,f,NO,3.666666667
kis duniya me sir ya mangal grah se land kiye hi iss notebandi me sabse jayada mazdoor hi kama rahe hai pic bheje,#799663287830839296,c,3,4,3,YES,NO,NO,a,NO,3.333333333
congres confuse party hai usse pata hi nahi notebandi thik hai khrab hai tayari thik hai kharab hai janta paresan,#799667297128304640,n,2,1,3,NO,NO,NO,n,NO,2
Notebandi agar wapas hui to janta se agrah hai ki itna bada andolan kare ki sara system hil jaye kyoki notebandi deshhit main hai.,#799667648187334656,n,4,4,5,NO,NO,NO,f,NO,4.333333333
ab to kisi v karan se log mare bolenge notebandi ke ksran hi mare,#799673866654097408,c,3,2,4,NO,NO,NO,f,NO,3
#notebandi jo log chore hai wo janta ke bahane apna ullu sedha karna chahte hai.aaj pura desh PM modi ke sath khafa hai.,#799676715605823488,n,4,4,3,NO,NO,YES,f,NO,3.666666667
Middle class aur naukri pesha log zyada pareshan ho rahe hain notebandi se.,#799677719852134401,n,3,2,2,NO,NO,NO,a,NO,2.333333333
"Bipaksi se swal. Thik hai aadmi ko notebandi se dikat hai tokya desh ko aise kale dhan ,aatankwai,nakli note walo ke hath mei choda Jay .",#799681018810736640,c,3,4,4,NO,NO,NO,f,NO,3.666666667
aap ki tu notebandi nahi nasbandi karni chaiye##,#799681075635224576,o,5,4,5,NO,YES,NO,f,NO,4.666666667
@narendramodi Mr.Modi aap ye jo notebandi kiye hai sir logo ko pareshan kar rahe. New rules na nikaale aam aadmi ko pareshan na kare,#801048486498045953,n,3,2,2,NO,NO,NO,a,NO,2.333333333
@narendramod #NoteBandi me ham sabhi aapke saath hai aur bahut santust hai hame aap par garva hai.,#801052809718272000,n,3,2,2,NO,NO,NO,f,NO,2.333333333
Notebandi ki wajahse nahi balki ghatiya taiyariyo ki wajahse https://twitter.com/AshokGaur02/status/801052142752571392 …,#801055385343971328,n,2,3,2,NO,NO,NO,a,NO,2.333333333
"@tufailelif JANTA NE NOTEBANDI KO NAKAR DIYA HAI,DESH ME EMERGENCY HAI. HA HA HA .. PAPPU PARTY",#801055677334458368,c,5,4,4,NO,NO,NO,a,NO,4.333333333
common-sense use karo.notebandi ke samarthak deshbhakt hain,#801056079828267008,n,3,3,3,NO,NO,NO,f,NO,3
#NoteBandi #fatehpur #up  me ek police wale ne itni sewa ki use sespend kardiya kaya kaha hai #akhilesh ji #modiji  sab se sawal hai kabtk,#801056460406829057,c,2,3,2,NO,NO,NO,n,NO,2.333333333
"@manakgupta AAPko Modi ka 2 #NoteBandi se itna takleef ho raha tha 2 hafte se ab Pak ke saath War hoga tho roj ka Ration,etc band hoga tho?",#801059291587190784,c,3,3,2,NO,NO,NO,n,NO,2.666666667
@surgicalswapnil demonetisation ka vyapam bana diya media ne ab koi dengue se bhi marega toh wo notebandi ki wajah se hoga,#801059848645464064,c,3,3,3,NO,NO,NO,f,NO,3
congress jitnaa chhaati pit rahi hai uske badle 1% bhi imaandaari se kaam kiya hota to PM Modi ko aaj notebandi nahin kerna padtaa,#801063501938753536,c,3,4,3,NO,NO,NO,f,NO,3.333333333
Ek imandar primmister ko desh ki janta Se notebandi par10 swal puchna UN bharast netaao ko dub marne Bat hai,#801063840792408064,n,3,3,3,NO,NO,NO,f,NO,3
"Soch se jyada hai,samsya notebandi ka.",#801064786679173120,n,2,2,1,NO,NO,NO,a,NO,1.666666667
@narendramodi MODI ji mai gaon ka rahne wala hu aur sb kisan aapke notebandi se bahut khush hai hm sb aapke sath hai aap aage badiye,#801065553418997760,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Ham sabhi ko aapne niji savarthon se uper uthkar Deshhit me liye gaye #NoteBandi ke faisle me Sahyog karna chahiye.#News @narendramodi,#801065579310411776,n,3,3,3,NO,NO,NO,f,NO,3
MODI ji mai gaon me rahta hu aur gaon k log aapke notebandi se bahut khush hai hm sb aapke sath hai aap aage badiye,#801298613368483840,n,3,3,3,NO,NO,NO,f,NO,3
@ArvindKejriwal Tumlogo bhi to ro rahe ho.....notebandi jo ho gayi hai,#801066642025353216,c,3,2,2,NO,NO,NO,n,NO,2.333333333
sir apne jo notebandi ka kiya yesa to koi kar  hi sakta ta tha sir hamre villege me to 100% peuple happy hai sir aap LEGEND ban gaye.,#801067277017718785,n,3,3,3,NO,NO,NO,f,NO,3
Sarkar se mera prathana hai notebandi pe aab wapas mat aana hum sab deshwashi khush hai es faisle se desh ke liye marane ka mauka nahi mila,#801071644831809537,n,4,3,4,NO,NO,NO,f,NO,3.666666667
Saare samaajwadi aise ho gaye notebandi hote hi @nikhildubei @JayaRjshttps://twitter.com/yadavakhilesh/status/801062790102478849 …,#801072990959996928,c,3,3,2,NO,NO,NO,n,NO,2.666666667
Honorable PM sahib ne notebandi ka sahi nirnay Liya. Bhrastachari paresan hai. Aam janta  thoda paresani sahne ko taiyar hai. Yah sahi hai,#801074028278521856,n,3,4,3,NO,NO,NO,f,NO,3.333333333
Kejriwal ji Jo log Modiji ke notebandi ke khilaf hain ve Desh -Drohi hain blackmoney holder hain jaise Aap hain https://twitter.com/ArvindKejriwal/status/800685750060625920 …,#801075507450167296,o,4,4,4,NO,NO,NO,f,NO,4
notebandi ke virodi wo desh virodi hai,#801077705915580416,o,4,3,3,NO,NO,NO,f,NO,3.333333333
"Aaj pura desh notebandi ke faisle par Modi jee ke sath hai, par pata nahi kyun pura bipaksha ekjut hokar iska birodh kar raha hai... pic.twitter.com/oA0V6Cpmg5",#801079214778830848,n,4,3,3,YES,NO,NO,f,NO,3.333333333
iske pehle notebandi k against me toh bahaut bhok raha tha,#801080615630209024,o,3,3,3,NO,NO,NO,n,NO,3
"@ArvindKejriwal ye koun tay karega ki notebandi sahi he ya galat?aaj desh me badlav ho raha hai to hame janta ka saath dena hoga,gumrah nahi",#801081873720033280,n,4,3,4,NO,NO,NO,f,NO,3.666666667
